@relation C__Users_Matilde_Desktop_GitHub_datamin_GenrePrediction_dataset

@attribute text string
@attribute @@class@@ {Action,Adventure,BoardGames,Educational,Fighting,Puzzle,Racing,RPG,Shooter,Simulation,Sport,Strategy}

@data
'mani peopl play texa ever experienc texa virtual realiti would like immers luxuri casino las vaga would like play texa player world would like live chat player would like triumph texa poker board amigo announc texa holdem poker world popular poker game amigo could lie cozi sofa home enjoy realist tens excit texa',Strategy
'short game play guess spider guess spider shoot youv guess',Action
'game initi product construct simul harvest minor combat wildlif end first stage bandit humanoid farm function half dozen anim crop wood harvest stone worker fulli function work town hall link farm vice versa complet first tier open second four tier tier complet earli access tier keep access end stage tier fortress access end stage countri map multi map build end stage pleas read entir earli access section descript continu evolv goal achiev move forward',Adventure
'like play ticket ride europ extend pleasur game vari object draw card among rout',BoardGames
'whitefir game present celest mathland math base virtual board game inspir school project done first grade daughter heavili inspir candi land local multiplay player problem tile color cours die roll random includ hard mode simpl multipl divis answer factor noth subtractedif input wrong answer screenshot problem record correct answer givenhard mode quotient integ hard mode product max fun anim sound effect daughter nephew grade respect love game file locat screenshot user appdata local celest mathland',Educational
'purchas one classic play psp playstat portabl system ten darkstalk battl domin night popular fighter download one classic today transfer psp system system must sign playstat network account origin purchas game must least free memori stick duo connect psp system system usb cabl switch psp system usb mode highlight game xmb press button select copi store custom log playstat network account origin use purchas game download game download list playstat store onto system titl convert origin playstat disc psp system consequ may time titl play differ playstat disc version featur may function proper version support playstat peripher control memori card multitap etc therefor function multiplay versus mode avail purchas indic accept playstat network term servic user agreement item use restrict wish accept term purchas item one time fee use download activ psp system activ system capcom ltd right reserv one playstat famili logo psp regist trademark soni comput entertain inc',Fighting
'rat player puzzl game must control rat get end citi',Puzzle
'fun littl top arcad racer develop android optim mobil experi encount problem low fps tri turn particl track still develop miss collis box content come soon open new idea make game better control support yet key wasd arrow acceler turn car enter select advanc menu esc back exit game android automat acceler left right screen touch turn car',Racing
'across age action rpg game develop execr came publish fdg entertain across age avail',RPG
'sudden death mode shoot balloon reach ground time mode shoot balloon timer end',Shooter
'game design oculus quest also need sideload game order play recommend use sidequest simpl test flight abl take endless badland terrain flight model use silantro flight simul toolkit put would like opportun fli around virtual world quest pleas feel inclin donat though trust finish project would like support buck appreci',Simulation
'back stabber fan game inspir windjamm game made data east recent dotemu tri arcad neo geo playstat switch awesom first want abl play windjamm mobil friend that pretti much solo local multiplayereasi learn hard master gameplay uniqu charact uniqu mapsmultipl challeng game modestot freeyou even remov non intrus freethi app doesnt care sell data love general basi youtubefacebooktwitt',Sport
'recruit alli old frogman croak fight choos differ class alli hire town view alli place sixth circl around croak swap posit enemi spawn accord circl around enemi face empti sixth attack croak big health bar around alli need rotat setup use turn effect croak die lose alli also abil detail game assasin enemi lighter fox gun attack croak alli except knight use block abil earli round dull skip use left shift complex encount ramp need lot decisionmak come counter aliv get full alli game endless put random enemi',Strategy
'shooti bit refin arcad impuls modern rougelit sensibl meet creat action base two run ever fast precis play memor overcom close call unrel odd hopeless situat fight high score order uncov secret becom suprem defend planet glorbulon rundown shoot hundr foe across myriad differ set goe must come score differ enemi miss hurt mother glorbulon pilot rate continu keep thing fresh secret end unlock ship multipl mode expect noth random generat enemi placement mean run differ adapt interconnect difficulti system never allow dull moment hyperrealist graphic sound physic creat immers experi side arcad compet pilot via steam leaderboard support',Action
'season fall uniform transit summer winter garment risa sudden pang nostalgia uniform wear first day michael day met futur girlfriend miya two share passion life coupl live risa apart time relationship sight one anoth would enough set endless bout argu risa point view start tri get miya come class even two chronic truant girl fail mend way rememb day elicit faint laugh risa sit alongsid miya react risa sudden outburst puzzl express think back first met beauti spring day sakura petal danc air day unforgett first encount miya',Adventure
'inspir award win game million player evolut arriv adapt surviv thrive beauti ever chang ecosystem enhanc incred art thought balanc mechan review next game addict app addict pois make huge impact digit platform touch arcad game brilliant dice tower simpli fantast one best game avail man meepl natur select action game evolut adapt speci surviv stay one step ahead oppon water hole run dri evolv long neck reach food tree stare carnivor develop hard shell fend attack evolv food chain becom success speci challeng addict evolv protect carnivor find way eat food water hole ecosystem constant chang got figur oppon interact tutori friend professor guid one water hole next learn play tutori show surviv send make name hone skill progress lowli biolog intern compet nobel prize explor campaign explor mysteri evolut island discov distinct boss oppon move campaign unlock new apex speci master specif strategi defeat add menu singl player oppon match made multiplay one click game match player similar skill fast pace onlin game make friend game set custom game rank ongo season tournament see far endless replay one price isnt collect card game full set card includ base game thousand possibl speci combin evolv uniqu trait card mean two game ever pace polish smooth user interfac fast inform anim evolut built satisfi quick fix intens strateg battl easi learn almost imposs master one game find addict evolut top tier strategi game whole new anim',BoardGames
'tap extraordinari tale evolut cosmic clicker game upon time billion year ago life solar system almost blink eye geolog time scale everyth chang deep primordi soup earth lay organ compound would give rise life humbl origin take epic evolut game unfold turn next page evolut everi click gain entropi unlock next chapter evolut life uncov twist turn led great mileston life evolut extinct dinosaur discoveri fire industri revolut see chapter yet written futur evolut beyond modern day epic stori evolut technolog human tap breathtak evolut game accur human evolut game earth countless hour addict inform clicker gameplay everi tap earn entropi evolutionari currenc life univers simpl intuit control click anywher entropi new anim evolut later climb civil tech tree spend idea countless scientif technolog upgrad scienc game develop life earth view fruit evolut beauti habitat unlock anim like fish lizard mammal monkey unlock futur evolut mysteri technolog singular discov learn scientif fact evolut life natur histori play enter space odyssey specul scienc fiction click past modern civil get life creation mood thank epic soundtrack classic music upgrad evolut singl cell organ civil brink technolog singular simul scienc life earth scienc evolut game upgrad life singl cell organ multi cell organ fish reptil mammal monkey human beyond play evolut life earth past present futur human surviv next phase evolut',Educational
'dash master friend throw one remain solid ground orbnoid charismat spheric robot race time time hold tournament gold orbnoid great trophi repres best among best hero nation new tournament begin nation alreadi choos champion great tournament one winner gold orbnoid',Fighting
'match number connect puzzl game connect merg number connect mani number dot longer line point get longer surviv play connect number horizont vertic line cross line connect number merg result connect valu multipl match end cant connect featur addict innov game play easi learn hard master auto save time limit leaderboard compar best score friend player world thank play',Puzzle
'two player race game uki game jam octob contributor thoma crow aidan murray',Racing
'merfolk tale tragic ocean blue fallen landwalk time approach meet though journey difficult must make love react reach',RPG
'archetyp shooter game develop munkyfun inc came villain llc publish game play archetyp',Shooter
'game design oculus quest also need sideload game order play recommend use sidequest take sky arcad air combat game test skill real player earn money play game unlock power dead aircraft featur plane unlock includ raptor fearsom termin play onlin player differ game mode includ team deathmatch battl royal fli fortress differ playabl map roll hill alpin mountain citi night semi detail flight model includ stall high turn atmospher densiti graviti',Simulation
'onlin interact rate esrb backbreak vengeanc take intens aaa appeal origin backbreak footbal combin pick play natur million sell mobil game creat whole new one kind sport experi xbox live arcad take inspir wild popular tackl alley mini game backbreak footbal deliv new arcad slant footbal three singl player multiplay mode tackl alley vengeanc supremaci wave uniqu challeng split screen player multiplay mode euphoria fuel dynam motion unpredict can anim two tackl ever reliv key moment featur pack game replay system complet challeng unlock new team amaz visual naturalmot morphem anim technolog realist stadium light weather effect high qualiti charact model ton stadium spectat make true tripl present',Sport
'stori game stori begin year world major human populac exhibit mutat abil harsh environ power whatsoev tragedi aris live simpl fact special death sometim seem like merci restor balanc protect citizen twenti oblig wear person electron tracker monitor activ time law moral taught enforc bind friend person devic ensur perman presenc feel like care companion jailor world born rais kill determin live finish life mission strong diminish even death aid mysteri otherworld girl manag return bodi dead teenag continu unravel secret danger learn aveng bodi share game contain content strong languag blood violenc disturb content mention suicid partial nuditi player discret advis featureschoos gender vessel gender total differ combin differ stori main stori end charact rout endingsparti voic linesov word estim hour gameplay cgs mysteri romanc comedi fantasi sci multipl stori line multipl charact rout craft system messag system stat rais quest',Strategy
'student china game one idea teammat dont like alon wish peopl like want finish game also like game want creat small cute game togeth pleas tri repli send email thank addr ericspikewang gmail',Action
'knight life knight life thrill journey young knight mediev time build new town explor land slay monster loot bandit ransack dungeon complet king quest upgrad weapon armor make combat invigor also visit local wizard learn magic spell vanquish evil ruler undead save kingdom becom everyon hero cutest fantasi rpg featur random generat dungeon variat difficulti varieti enemi fight npc level scale real time day full singl player campaign boss battl various weapon armor spell offlin play ambient music sound effect drag drop inventori system town upgrad various weapon type stat graphic option app purchas bug issu concern pleas email virtualweaselgam gmail com',Adventure
'new way play play friend stranger onlin play play offlin friend face face explod kitten fund game kickstart histori avail creat elan lee xbox arg matthew inman oatmeal shane small xbox marvel key featur explod kitten multiplay card game peopl kitten explos laser beam sometim goat play player across multipl phone room onlin friend stranger art illustr oatmeal new card exclus digit version explod kitten digit version back game kickstart histori high strateg kitti power version russian roulett player draw card someon draw explod kitten point explod dead game unless player defus card defus kitten use thing like laser pointer belli rub catnip sandwich card deck use move mitig avoid explod kitten explod kitten paid app option game featur may purchas real money must least year old download play also option compet onlin stranger result data transfer charg may appli player usernam express explod kitten llc respons endors player usernam express privaci polici visit www explodingkitten com privaci',BoardGames
'cello racer listen play instrument quick switch note keep car fuel pass car view exampl video develop websit link perfect app beginn advanc player age work real instrument use iphon ipad microphon listen analyz note play scoreboard show best time mani car pass unlock new car base perform game center leaderboard let show best perform comparison player',Educational
'popular dragon ball fighter return even fast pace hard hit versus battl action feel destruct power bone crush blow ton super attack command special effect highlight moment impact destruct environ sustain massiv damag battl progress featur playabl charact signatur move transform varieti offlin onlin multiplay mode ton bonus content dragon ball rage blast turn intens creat authent exhilar fight experi',Fighting
'celebr year gamemak simpl fun game roguetoad easi play hard master block endless puzzl game put hand eye coordin test premis basic present grid block click block order clear stage remov one lock block background clear stage reward one clear point continu anoth set stage progress run time game save record clear youv done singl time run display open menu see far game creat short day game jam content includ graphic audio origin creat roguetoad background niji sprite sound effect niji stack roguetoad studio game roguetoad studio project use draw text outlin script creat andrew mccluskey game creat roguetoad indi game design graphic design author miraxi index visit twitter offici websit',Puzzle
'burn race arcad game develop play sunshin came publish play sunshin burn avail adam rowley john duthi direct game',Racing
'love play joe toy cant stop watch action movi wish could creat action figur wait free app exact wait creat action hero awesom dress game hundr action figur combin hour fun kid action lovin adult share creation facebook instagram email ill back first download free app',RPG
'arctic combat action shooter game develop nhn game origin releas webzen publish game game rate skip rawg arctic combat avail',Shooter
'peopl around world download air cavalri flight sim get cockpit advanc helicopt world includ black hawk osprey chinook apach iroquoi cayus cobra super stallion eurocopt tiger kiowa warrior hind black shark hip helicopt various region environ build fli skill experi enjoy infinit flight legendari helicopt like real combat pilot immers gameplay experi flight famous combat rescu aircraft test precis pilot skill combat gunner skill strategi plan huge collect aircraft flight sim offer well known aircraft type like chinook cobra huey apach hind well super modern aircraft like stealth hawk osprey tiger kiowa choos chopper right differ locat fli afghanistan snow environ huge mountain desert vietnam forrest big citi carrier middl ocean game center climb leaderboard unlock achiev challeng friend air cavalri flight simul offer next gen consol like qualiti graphic ultim physic aircraft weapon join carrier oper uss nimitz admir kuznetsov fight rescu afghanistan vietnam complet game center mileston see progress other use flight radar weapon system practic engag build move vehicl featur aircraft develop mission carrier oper uss nimitz cvn transport oper chinook super stallion apach front gunner back seat pilot posit multipl region environ refuel rearm aircraft continu flight destroy build achiev via game center leaderboard realist virtual cockpit realist weapon manag target system realist weapon system physic engin much develop optim iphon optim continu develop advanc helicopt flight simul bring new aircraft mission check back often check simul apach sim black shark black hawk chinook sim osprey alway look forward hear view custom contact direct use email realmobilesimul gmail com twitter apach dsim facebook websit',Simulation
'hit gridiron test footbal skill hard hit new footbal game game natur motion game choos play full exhibit mode take challeng tackl alley build skill rang train exercis train camp',Sport
'due recent demand amu sale limit time get amu origin sale price price usd amu world first mobil game take place screen also take place world around entertain test agil coordin spatial awar amu use sophist simpl graphic design interfac open dynam demand game play surround best experi play amu headphon joe doucet studio envis develop launch intrigu intellectu properti compel brand concept elev design innov core alway partner best peopl brand around world amu brought life associ sirqul api inform joe doucet visit inform sirqul visit import amu compat gyroscop enabl devic iphon iphon iphon ipad retina display ipad gen retina display ipad gen lightn connector ipod touch generat ipod touch generat',Strategy
'get readi combat shoot action pack sniper shooter last elit seal team drop hot zone your mission get aliv take featur non stop action awesom sound track face enemi attack',Action
'student game made use clickteam fusion',Adventure
'high definit unlock full version fabl pub game get three great pub game also fabl game multipl variant plus abil earn transfer gold uniqu item charact fabl assum cours also fabl either way also get access minigam leaderboard achiev fun backroom game chanc game requir xbox hard drive memori unit storag refund item inform see www xbox com live account',BoardGames
'theme dna chao maintain dna attack virus destroy strand rememb scienc class went pair adenin thymin cytosin guanin figur game hard comput use mous press button intend smartphon put input could press number instead button screen adenin cytosin guanin thymin butterscotch shenanijam achiev mozart maverick sweet guess',Educational
'long await ultim fight game dragon ball rage blast arriv feel exhilar fli amaz speed ravag extrem larg detail field battl charact uniqu signatur skill super attack enabl enjoy strateg battl also use ultim custom featur equip item favorit super attack rais skill creat ultim fighter xbox live battl peopl around world enjoy earn rank titl offlin reenact mani famous dragon ball moment battl experi breathtak fight action even make dragon ball fan scream',Fighting
'puzzl solv second solv made gamemak game jam thank play puzzl second game made gamemak anniversari game jam play use arrow key enter navig menu use mous left mous button interact puzzl second solv puzzl succeed advanc run time lose progress must start usual develop crashrock',Puzzle
'got close time never trashpit championship skill behind wheel father someth miss mayb instinct mayb feroc hummingbird beat reaction time success track demand regardless race day gave key old truck littl money get start futur famili legaci uphold stun effect amaz fire hard race bullet crave long prepar listen burn nois mad spin tire start get car tri surviv track quick smart fearless trashpit cup dont forget take good minigun coupl mine competit anyth friend featur race track car type modif weapon type modif upgrad system engin nitrous armor ammo box etc oppon uniqu style action addit bonus track race statist award',Racing
'adilaga clash legend role play fight game stori script andri chang creat vadi entertain evernad game overview mysteri organ super villain supernatur forc caus chao terror main jakarta indonesia respons initi call adilaga foundat emerg adilaga recruit superhero whether peopl chosen supernatur legendari mythic simpli alter freak accid besid foundat also held competit superhero encourag friendship cooper sixteen super human includ semi deiti semi devil pit togeth great bout adilaga prevail fall surviv hero conflict stop evil supernatur organ answer great fight adilaga clash legend latest version genr action role play fight game platform game engin rpg maker ace import compact game download advis download rpg maker ace rtp run time packag instal anywher comput game folder game featur first person fight game turn base battl system standard ace origin graphic charact made drawn andri chang engag stori per charact stori progress per stage six stage total per stori nine stori overal use origin artifact equip power custom hero three power level per charact stori mode ensur abil use charact total superhero adilaga leagu cakra crimson lightn varuna aquamarin knight reog blackblood tempest barong eartheart white lion rangda starfir witch dahlia natur violinist solara sun priestess hima frost efreet stickler persist restor super villain playabl singl fight mode singabarong beast barbarian nyi roro kidul south sea queen super villain non playabl gangren abomin zombi man okkult ghost shell blakk jakk eboni dancer artazur azur dancer murca dark king inform updat adilaga clash legend pleas visit adilaga english version adilaga stori short stori galleri fun stuff',RPG
'live kickstart pleas note demo alpha stage repres final game demo give earli experi arctic infiltr arctic infiltr descend mani mile arctic surfac infiltr terrorist facil run pilot heavili arm submers explor interconnect passag pitch yaw strafe way water explor terrorist hideout full forc wide varieti weaponri strateg combin defeat enemi experi dark claustrophob intens counter terror mission use gadget free hostag cut ice solv puzzl find object elimin threat featur degre submers combat uniqu enemi boss state art environ enemi weapon wreak havoc enemi gadget outsmart enemi infiltr facil haunt soundtrack equal thrill atmospher',Shooter
'true hero know bound experi top combat action brand new arcad flight sim becom immers exploit famous aircraft carrier choos side want play navi imperi japanes navi climb cockpit live famous battl war pacif equip aircraft realist weapon take air squadron get readi breathtak air battl pacif key featuresexperi histori aircraft carrier first hand master thrill mission focus gigant warship captain take command entir squadron instead control one airplan control plane squadron experi famous battl war pacif place middl major battl midway pearl harbor wake island game enjoy without end master campaign alon prove pilot skill differ multiplay mode',Simulation
'backyard bounc sport arcad game develop chayowo game pvt ltd origin releas publish clickgam technolog ltd backyard bounc avail',Sport
'cool classic jrpg adult storylin use magic protect damag pump weapon knowledg cun determin allow defeat monster girl battl monster punish mercenari bankrupt doubt scam know make end meet owe huge amount money way pay fate given chanc suicid mission help solv problem solv riddl row choos right crystal get magic forc impact time choic crystal complet move use magic strike one move kill enemi give money buy new weapon magic learn secret knowledg clear valley monster girl punish',Strategy
'long time ago mid world two big power mid world call light clan dark clan lord tossa emperor dark clan gather throng soldier declar war light clan power clash sky blood red princ sanpha journey self war mid world project develop process demo version',Action
'base richard morgan trilog dark fantasi novel land fit hero new stori base rpg tell stori three unlik hero three interlock storylin kirellin hous caith skill war veteran man death wish suffer mental trauma year combat calnar young majak warrior repeat abus father childhood channel inner rage one fiercest fighter bloodi combat ilaria accomplish thief tortur past fill violenc person anguish path cross adventur test extrem wherein reader decid upon fate children miss marsh ancient spirit awaken power machin demon manipul fate mankind game even darker forc first kind bestsel bestsel author richard morgan bring trilog novel life three player rpg set world land fit hero three intertwin stori three dark charact one end uniqu stori driven rpg tactic grid base combat element play multi player singl player mode control singl charact cooper two control three time cooper across devic play mobil enjoy dark gritti narrat person horror time tell differ stori matur stori stori driven rpg unlik fight turn grid base tactic combat dwenda enjoy old fashion dice roll move figur use rune base mosaic magic defeat enemi',Adventure
'game play card special field goal game kill oppon lay card field game let compet player game take place empti hexagon field two corner occupi avatar four corner well faeria mana player start game thirti card begin turn player draw card card receiv three point faeria mana player manag take well mana player receiv one mana point addit well game also use power wheel differ card differ potenti affect game mani way lay card field also matter lay card regul rule give result combin differ strength qualiti play card spend mana reserv card requir certain amount mana reserv play enemi harm decreas health card affect figur victori give game currenc player pay new card make stock card uniqu',BoardGames
'champi stori educ game develop kgdsjair came play champi stori web game sold via itch',Educational
'welcom next generat dbz play saiyan frieza cell saga chronicl mode fight head head oppon around world xbox live unlock use drama piec battl gain advantag crush oppon challeng',Fighting
'mine mani ore floor collaps mine tri make aliv second floor gather much escap next floor rariti lock behind puzzl requir quick think solv also thing hidden throughout mine dare enough get stress clock game made gamemak jam week long game jam celebr gamemak anniversari game made gamemak studio everi asset creat scratch music sfx art code week except small script port anoth game maker project comment high score dollar definit link screen shot manag get jewel trophi win screen even couldnt',Puzzle
'burnout point impact race video game develop criterion game publish acclaim entertain playstat gamecub xbox sequel video game burnout second titl burnout seri last burnout game releas gamecub seri would see releas nintendo platform releas burnout legend game also mark acclaim last entri burnout seri acclaim would bankrupt rest seri would publish electron art',Racing
'play charact head home space must play differ room contain puzzl solv puzzl work way stop mysteri alien board note develop game still develop first game ever top work full time job father husband realli enjoy game ive alway want make project week learn aseprit gbstudio ive love everi second ill expand lot your interest thank take time check game',RPG
'fight against tank game show also non exist thing find way trough lie tri get much kill possibl pleas rate game thank play',Shooter
'air conflict secret war arcad flight simul set world war scenario campaign player fli fight mission take player choos differ aircraft differ strength weak within mission player get differ object like patrol sneak hit run bomb escort object present dialogu differ charact mission player upgrad one skill order maneuv airplan easier endur wingman boost player choos two control scheme arcad simul first one make game easier control second one give option control aircraft besid campaign game also featur sever multiplay mode local via internet four player key featur seven campaign base upon resist movement second world war action pack gameplay deliv excit serial combat manner access everyon twenti differ landscap individu detail period precis pilot individu aircraft world war one world war two set machin gun enemi dog fight bomb ground target rocket ground troop enemi vehicl vari mission provid combat stealth exploratori gameplay player control aircraft either mous keyboard gamepad player choos two control scheme arcad simul sever multiplay mode local via internet four player',Simulation
'badblood dead game hide seek badblood local split screen hide seek two player dead consequ veng charact person manhunt must use stealth spatial awar disorient find kill oppon find find uniqu style murder intim viscer local multiplay outwit neighbor use stealth spatial awar disorient bloodi field differ bloodi perspect hide seek kill violent stealth game two inspir thrill playground classic hide seek grid base discret style movement combat badblood dare screen cheat rememb north oppon north disori manipul ambush cool mechan render vulner wrong predict oppon locat one hit kill fight game anyon win care underestim oppon veng charact game chang abil choos hunter mechan kid hitwoman endless play kill field handcraft random generat mode play good old fashion find kill hunt season learn join mail list websit twitter presskit',Sport
'explor five differ world fight monstrous inhabit tri surviv find ancient artifact save world destruct everi game session game creat new environ full challeng surpris popul monster ancient magic artifact eight differ player class one design uniqu play style combat focus other access magic spell differ school magic other must reli special martial skill surviv advanc game find differ type monster distinct skill abil abl charm use magic spell make join quest use ancient magic found dungeon unlock advanc form power skill game keep track adventur onlin server share game event friend real time maintain leaderboard success hero well graveyard memor charact share social media anania classic turn base roguelik adapt modern media remov cumbersom movement complex command keep featur genr make game fun enjoy turn base combat random level generat long term item strategi among thing make everi adventur game unforgett',Strategy
'ever want play game dont wast even one second tutori thing destroy alien rake cash flirt shopkeep upgrad ship destroy even alien space shooter buck game plus buck that like best deal ever destroy ten differ kind alien ship across sixteen differ level annihil five alien general steal uniqu weapon make money upgrad ship kill alien enjoy ten differ type power enjoy philosoph banter ship trusti edgar nahh kid embark epic journey across star destroy suprem alien god emperor bring peac univers bah whore kid your caus get tremend kick blow alien scum smithereen version infam progress bug fix random crash issu fix space shooter buck trademark frima studio inc frima studio inc purchas use item subject playstat network term servic user agreement wish accept term purchas use item item sublicens soni comput entertain america one time licens fee download consol system portabl system associ purchas account',Action
'alqom larg quantiti mushroom experiment game experi explor potenti virtual realiti creat uniqu atmospher experi slow pace explor puzzl element mushroom take dark surreal world walk around explor discov hidden area experi secret sit look around take atmospher experi sens mysteri wonder ether beauti find strang item play experi see alter percept world lead new place earli access version avail oculus rift touch control platform input method plan later purchas earli access grant access futur updat addit charg',Adventure
'match card rescu faeri rais magic pet explor mani vast enchant world faeri solitair harvest earn pure gold clear card powerup adventur grow combo collect mana wild shard reach amaz solitair match height see faeri world locat uniqu layout pet hatch evolv collect faeri solitair harvest match solitair card game mean match two card valu clear board king king ace ace dont let appar simplic fool still depth strategi luck involv game faeri solitair harvest design fun matter choos play youv play match solitair unimpress let faeri solitair harvest game chang mind good kind game locat beauti hand paint background hand craft solitair card layout pet collect evolut stori share adventur mode save faeri make new friend quickplay mode replay locat earn extra reward new game mode even greater reward achiev earn right amount relax fun challeng suitabl age',BoardGames
'short educ prototyp avail download reus featur player name system player stat roll system similar old dungeon crawler equip system may look pretti work pretti well',Educational
'game demand version support english french spanish download manual game locat game select see game manual game requir kinect sensor get readi enter dragon ball univers entir new way featur icon charact famous attack epic battl dragon ball kinect let unleash inner super saiyan control way get closer authent dragon ball battl famous combo super attack kinect fan also treat minut never seen footag bardock saga entir new charact dragon ball kinect support code function allow hold special code unlock content game',Fighting
'look one shot one opportun seiz everyth ever want one moment would captur let slip second make sure dont lose moment get one shot miss chanc blow opportun come lifetim liter youll blow space list content creat jam includ final submiss unreal engin marketplac item sci interiorstar creator',Puzzle
'beat time indi car race game retro style interfac mobil devic top view use acceleromet control car sever car differ drive feel track interest rout possibl play singl indirect competit player rank player time particular track tri nice fun',Racing
'foreword warn game contain major spoiler advanc educ viktor strobovski mrdrnose check game first here link descript day kalinka tri escap hell call school task simpl collect ten notebook your free yet alway end way kalinka live curs cant die experi scenario time reveng',RPG
'game area defens action pack surviv shooter collect point tri reach highest score game base hordeland editor game avail download itch stori command call area secret air forc instal explain ters two million dweeb nerd geek advanc direct hell your one stop time grab firearm strap boot soldier make uncl sam proud featur blast invad dweeb gain pointsreach highest score listshoot gas bottl creat trap invaderscal air strike thing get realli desperateand ultim tri surviv long earli access game still activ develop improv upon commit listen player feedback make experi better upcom version game alreadi playabl make truli epic along way featur local steam achiev trade card onlin high score board along open player give feedback game help iron bug game also new featur suggest player game',Shooter
'vietnam war one explos violent war time joe thompson intrepid patriot pilot fight uphold valu countri war ultim test joe irrevoc chang relationship famili take seat cockpit fighter plane helicopt plung right daredevil aerial battl jungl vietnam prepar mind blow flight simul exot landscap detail airplan model challeng mission put pilot skill ultim test key featur experi fast pace explos aerial combat exot jungl landscap high speed chase sky complet special helicopt mission requir use everi last piec equip aboard chopper let swept along captiv emot stori live heroic moment ugli side war individu custom airplan helicopt equip realist weapon accomplish extra long campaign prove worth pilot varieti multiplay mode',Simulation
'two player pong game base badmintoondu start player score reach score differ two player less equal',Sport
'anarchi onlin anarchi onlin first ever scienc fiction mmo final steam compet cooper thousand player simultan vast alien world join human near year futur world perpetu conflict scientif marvel creat choos charact class across four race deck array weapon armor cloth accessori play elus agent war beaten soldier enterpris trader custom skill abil capabl nanotechnolog surgic implant battl join player delv secret rubi accept contract cash gear tackl uniqu mission fill challeng surpris even claim territori organ battl player precious resourc explor explor breathtak divers world fill locat jungl desert sprawl citi tower skyscrap beam alien space ship visit dimens travel anywher want person vehicl plane even mech live construct entir citi organ engag global trade kick back relax friend apart anarchi onlin live breath onlin world fill thing alon friend',Strategy
'first ever game took develop small term content though cours feedback great ultim welcom need import found bug point credit graphic sprite kenney asset explos unti game sound nengisul josepharaoh robinhood flashtrauma ddragonpearl featur playabl ship mission play dont pickup powerup find play approach mission rate base collect play use mous aim left mous shoot wsad key move around dodg hope enjoy',Action
'legend luca rogu like game player explor dungeon mani link room defeat boss gain weapon stori luca luca awaken diana daughter jupit sacr grove nemorensi goddess hunt keeper moon hear word sixti year ago creat weapon virtu gave mortal gift prosper stolen corrupt greed evil husband vulcan god fire metal thing bane see within great virtu persever claim freedom seek weapon virtu wield greater good human arm slave featuresisaac style room explor uniqu generat programmat dungeon youll never sure what behind next door seven weapon virtu collect strength weak stori lore flavor upgrad find becom massiv power ton replayabilityth weapon virtuecomita staff humor clementia axe merci disciplina bow disciplin firmita glaiv tenac justitia staff justic verita greatsword truth virtus sword valor',Adventure
'fairway collector edit digit board card game develop big fish game came big fish game publish game fairway collector edit avail',BoardGames
'char passag game play two world war pilot charli brown franz stigler game play alon two player one plane small fighter must protect big damag bomber grant safe passag nazi germani bomber move slowli must avoid get hit small fighter shoot enemi plane howev must care hit bomber get hit sinc plane share health pool inspir game themat charli brown franz stigler incid world war one fascin stori war hope get peopl know littl game first heard stori song bullet fli swedish power metal band sabaton interest learn stori also made great video histori channel find stori decemb charl charli brown flew bomber german town bremen bomb run heavili damag german flak cannon franz stigler pilot german luftwaff sent shoot bomber approach char plane hesit bring shoot heavili damag plane instead fli next charli believ see miracul longer target german cannon stigler stay american plane safe outsid german kill zone salut turn around back german mainland neither abl talk happen differ reason stori could gotten lost realli lucki coincid chanc meet year remain close friend end disclaim amaz thing stori fact nobodi fire charli brown got safe german kill zone howev game would realli bore enemi shoot player took liberti regard credit game andidebob graphic toastichron music windfarm wifi',Educational
'mighti magnific stimul grace fight',Fighting
'compass goal clear level color one slide match pair togeth care get move per compass direct game develop bennett bernardoni gmtk game jam',Puzzle
'base upcom dreamwork anim movi written produc star jerri seinfeld bee movi game allow player race chase fli blast way adrenalin fuell world featur film beyond witti courag barri benson gamer propel excit adventur save bee product honey action film play barri benson live dynam bee movi game univers seamless graphic film game game featur level addict multi player mini game compel side quest plus wide varieti never seen content creat dreamwork anim activis exclus game built nativ next gen consol game anim system brilliant captur barri light fast pace chase target engag aerial dogfight dodg dead raindrop play bee world human world enjoy endless stream fast pace fun adventur experi life bee perspect barri waxi home town new hive citi immers bustl wax citi built bee locat insid central park beehiv embark adventur human world adventur new york citi tech bee gear includ star art collect tool call pollin super secret spi camera race chase drive blast new hive citi burn rubber excit race car challeng take drive mission varieti cool bee vehicl ventur human world experi thrill chase sequenc take place throughout new york citi learn navig onslaught traffic narrowli avoid collis speed car tenni ball angri hot dog vendor hazard bee must avoid handi bee accessori blast way danger situat solv mysteri miss honey fli enough player must master barri aerial fli target skill zero clue avoid obstacl surviv nasti rainstorm fend enemi peski hornet dragonfli bee vision switch bee vision time locat key safe zone pollen station navig peril big wide human world stop time barri bee reflex activ bee reflex stall time near stop help barri slipperi situat util uniqu mechan dodg massiv power raindrop bee fli rain maneuv way though fierc boss battl join friend multi player action challeng friend multi player mini game race hotrod new hive citi compet heart pound aerial chase new york citi addit player experi master mani generat hex arcad titl friend two player mode generat hex arcad new hive citi player visit generat hex arcad experi classic bit style activis arcad game revisit new bee theme game includ freeway player must best cross busi street without get stop hive invas gamer must defend hive incom forc',Racing
